content_ko	content_en
가장 최근에 부재중 전화를 건 사람은?	Who was the most recent missed call from?
강아지와 고양이 중에 기르고 싶은 동물은?	Do I prefer dogs or cats?
캠핑 vs. 호텔 숙박?	Camping vs. hotel stay?
오늘 하지 못한 일은 무엇인가?	What didn't I do today?
최근에 아기를 안아본 적이 있는가?	Have I held a baby recently?
오늘 ___________을(를) 만들었다.	Today I made ___________.
나의 영웅은 누구인가?	Who is my hero?
지루하게 느껴지는 대화 주제는?	A boring conversation topic is?
제시간에 퇴근하는가?	Do I leave work on time?
가장 매력적이라고 생각하는 목소리는?	The most attractive voice to me is?
국경일로 정하고 싶은 날이 있다면?	Is there a day I would like to designate as a national holiday?
최근에 한 충동구매가 있다면?	Have I made an impulse purchase recently?
오늘 아침 기상은 ___________했다.	How did I wake up this morning?
나의 집중력 지수를 0~10으로 나타내보자.	Rate my focus level from 0 to 10.
마지막으로 SNS에 접속한 때는?	When was the last time I accessed social media?
오늘 당장 끝마쳐야 하는 일은?	What do I need to finish today?
현재 노력하고 있는 일은?	What am I currently working hard on?
가장 좋아하는 외식 메뉴는?	What is my favorite dining-out menu?
나의 장례식에 부르고 싶은 사람을 적어보자.	Who do I want at my funeral?
오늘 물을 얼마나 마셨는가?	How much water did I drink today?
가족을 세 단어로 표현한다면?	Describe my family in three words.
현재 나의 라이벌은 누구인가?	Who is my current rival?
현실에 안주하고 싶은가, 흥분되는 도전을 원하는가?	Do I want to stay comfortable in reality or seek exciting challenges?
현재 느끼는 행복을 1~10으로 표현한다면?	Rate my current happiness from 1 to 10.
오늘 ___________을(를) 얻었다.	Today I got ___________.
이 세상에서 가장 매력적이라고 생각하는 사람은?	Who do I think is the most attractive person in the world?
가장 최근에 관용을 베푼 경험은?	The most recent act of forgiveness I experienced?
모자람 vs. 과함?	Lack vs. excess?
변기에 앉아서 무슨 생각을 하는가?	What do I think about while sitting on the toilet?
가장 오래 통화해본 기억은?	The longest phone call memory?
건강을 위해 꼭 챙겨먹는 음식이 있다면?	Is there any food I must eat for my health?
마트에 가서 꼭 사는 물건은?	What do I always buy at the supermarket?
크리스마스로 오행시를 지어보자.	Create an acrostic poem for Christmas.
오늘 얼마나 즉흥적으로 행동했는지 1~10으로 나타낸다면?	Rate how spontaneously I acted today from 1 to 10.
가장 최근에 잃어버린 물건이 있다면?	If I lost something recently, what was it?
최근 신용카드 결제 내역에서 가장 당혹스러운 항목은?	What was the most embarrassing item on my recent credit card bill?
어디에 사는가?	Where do I live?
요즘 관심 있는 정치적 이슈는?	What political issue am I interested in these days?
사랑을 위해 저지른 가장 정신 나간 짓은?	What is the craziest thing I've done for love?
가장 최근에 나를 화나게 만든 사람은 누구인가?	Who made me angry most recently?
냉장고에 뭐가 들어 있는가?	What's in my fridge?
여권에 스탬프가 몇 개나 찍혀 있는가?	How many stamps are in my passport?
긴 머리와 짧은 머리 중에 하나를 고르라면?	If I had to choose between long hair and short hair, which one?
내가 가진 가장 값나가는 물건은?	What is the most valuable item I own?
가장 최근에 신용카드로 구입한 것은?	What was my most recent credit card purchase?
현재 가장 큰 지출을 차지하는 부분은?	What is my biggest current expense?
오늘 가장 좋았던 일은?	What was the best thing that happened today?
긴 겨울밤,오랫동안 잠겨 있는 생각은?	What are my long winter night thoughts?
지금 이 순간을 살고 있는가?	Am I living in the moment?
머릿속에서 계속 맴도는 노래는?	What song is stuck in my head?
꿈이 이루어지는 순간,누가 내 옆에 있었으면 좋겠는가?	When my dreams come true, who do I want by my side?
설득이 필요한가?	Do I need to be persuaded?
오늘 가장 생산적이었던 일은 무엇인가?	What was the most productive thing I did today?
자꾸만 놓치고 있는 것은?	What am I constantly missing?
평소 자주 인용하는 문장은?	A phrase I often quote is?
언제쯤 내 이름으로 된 책 한 권을 펴낼 수 있을까?	When will I be able to publish a book under my name?
컴퓨터 바탕화면은 무엇인가?	What is my computer wallpaper?
나의 지난 한 해를 영화로 만든다면 제목은?	If my past year was made into a movie, what would the title be?
나만의 착각에 불과했던 것은?	What was just my misconception?
독립이라는 단어를 들으면 어떤 느낌이 드는가?	What feeling do I get when I hear the word 'independence'?
나의 서른은 어떤 모습일까?	What will I look like at thirty?
귀가 닳도록 듣고 있는 말이 있다면?	Is there something I hear so often it's tiresome?
지금 사랑하고 있는가?	Am I in love right now?
한 달쯤 살아보고 싶은 곳은?	Where would I like to live for about a month?
친구들 중에 데미안이 있는가?	Do I have a friend like Damien?
해피엔딩으로 막을 내린 사건은?	What event ended happily?
나의 베스트 프렌드를 세 단어로 표현해보자.	Describe my best friend in three words.
내 안에,또 다른 내가 살고 있는가? 소개해보라.	Is there another self living inside me? Introduce it.
현재 프로필 사진은 무엇인가?	What is my current profile picture?
학생 식당에 얼마나 자주 가는가?	How often do I eat at the student cafeteria?
새 학기에 가장 힘들 것 같은 수업은?	Which class seems the most difficult this new semester?
지금 어디에 있는가? 왜 거기에 있는가?	Where am I right now? Why am I there?
사랑받고 있는가?	Am I loved?
오늘 하루를 짧은 시로 표현해보자.	Express today in a short poem.
누구에게 마음을 들켰는가?	Who has found out about my feelings?
지금 무슨 생각을 하는가?	What am I thinking right now?
호기심이 가는 새로운 사람은 누구인가?	Who is the new person I am curious about?
가장 달콤한 유혹은?	What is the sweetest temptation?
가장 앞서가는 선배는 누구인가?	Who is the most ahead-of-the-curve senior?
내 인생의 첫 직장은 어디일 것 같은가?	Where is my first job likely to be?
나는 무엇에 목이 마른가?	What am I thirsty for?
만끽했던 승리는?	What victory have I savored?
내년에도 나는 여기에 있을까?	Will I still be here next year?
현재 가장 고전하고 있는 과제는 무엇인가?	What is my most challenging task right now?
누구도 예상치 못한 일을 성공시킨 사람은?	Who accomplished something no one expected?
지금 장안의 화제는 무엇인가?	What is the current hot topic?
가장 즐겨 쓰는 앱(app)은 무엇인가?	What app do I use the most?
무엇이든 좋다. 특허를 내고 싶은 아이디어가 있는가?	Do I have any idea for a patent?
중요한 시험이나 인터뷰가 곧 있는가? 준비되었는가?	Do I have an important exam or interview soon? Am I prepared?
치열한 경쟁이 예상되는 것은?	What is expected to be fiercely competitive?
가장 마지막으로 춤을 춘 것은 언제인가?	When was the last time I danced?
도서관 대출 1순위 책은 무엇인가?	What is the top book on my library checkout list?
좀 더 연구해야 할 대상은?	What subject needs more research?
가장 흥미로웠던 성공 스토리는?	What is the most interesting success story?
20대에는 누구나 혁명가가 된다. 나도 그런가?	Everyone becomes a revolutionary in their twenties. Am I like that?
몇 살까지 살 것 같은가? 그 이유는?	How old do I think I will live to be? Why?
나의 가장 큰 단점은 무엇인가?	What is my biggest flaw?
최고치를 경신한 기록은?	What record have I broken?
첫눈에 반했던 것은?	What was love at first sight?
가장 열심히 살고 있는 사람은?	Who is living the hardest?
기어코 만나야 하는 사람이 있는가?	Is there someone I absolutely must meet?
가장 최근에 강의실에 가면서 무슨 생각을 했는가?	What was I thinking on my way to the lecture hall most recently?
어디에서 공부하는가?	Where do I study?
어젯밤에 뭘 했는가?	What did I do last night?
언제나 운이 따르는 사람은 누구인가? 나는 어떤가?	Who is always lucky? How about me?
현재 나를 불안하게 하는 것이 있는가?	Is there something making me anxious right now?
마지막으로 해 지는 바다를 본 건 언제인가?	When was the last time I saw the sunset over the sea?
지난 3개월 동안 구입한 것 중에 가장 비싼 물건은?	What was the most expensive thing I bought in the past three months?
오늘 가장 많은 시간을 함께한 사람은 누구인가?	Who did I spend the most time with today?
오늘 떠올린 사람들의 이름을 전부 적어보자.	Write down all the names of people I thought about today.
새해 들어 눈에 띄게 달라진 사람은?	Who has noticeably changed since the new year began?
슬플 때 누구에게 전화하는가?	Who do I call when I'm sad?
가장 최근에 직접 손으로 쓴 메모의 내용은?	What was the most recent note I wrote by hand about?
내게 지금 필요한 것은 기업가정신인가, 장인정신인가? 둘 다 아니라면 어떤 정신?	Do I need an entrepreneurial spirit or an artisan spirit right now? If neither, then what kind of spirit?
여전히 불편하고 어색한 사람은? 그 이유는?	Is there still someone I feel uncomfortable and awkward with? Why?
박수를 받은 프레젠테이션은?	When was the presentation I received applause for?
진리를 찾았는가?	Have I found the truth?
거짓으로 판명된 것은?	What has been proven to be false?
격하게 공감이 가는 일이나 사람은?	What is something or someone I deeply empathize with?
절대 룸메이트로 받아들일 수 없을 것 같은 친구는?	Which friend could I never accept as a roommate?
올해 내게 강력한 영향력을 끼치고 있는 세 사람은?	Who are the three people having the most significant impact on me this year?
어떤 모임에 가장 많이 참석하고 있는가?	What type of gathering do I attend the most?
지금 내 백팩에는 무엇이 들어 있는가?	What's in my backpack right now?
글쓰기 실력은 점점 향상되고 있는가?	Is my writing skill improving?
버스나 지하철에서 만난 가장 인상적이었던 사람은?	Who was the most impressive person I met on the bus or subway?
나의 가장 강력한 자기소개서 한 줄은?	What is my strongest one-liner for my resume?
친구들에게 추천해주고 싶은 다큐멘터리는?	What documentary would I recommend to my friends?
언제 미친 존재감을 드러냈는가?	When did I make a significant presence felt?
최근에 남몰래 한 일은?	What is something I did secretly recently?
만취해 필름이 끊긴 적이 있는가? 기분이 어땠는가?	Have I ever blacked out from drinking? How did I feel?
내 열정에 불을 당겨준 것은?	What has ignited my passion?
세상은 어떤 인재를 원할까?	What kind of talent does the world need?
나의 금융지식 수준을 1~10단계로 나눌 때, 어느 단계에 있는가?	On a scale of 1 to 10, where does my financial knowledge fall?
한 우물을 파야 할까?	Should I focus on one thing intensely?
내게 너무 과분했던 것은?	What was too good for me?
맞서 싸워 얻어내야 할 것은?	What should I fight to obtain?
벽에 부딪친 느낌이 들었던 적은?	Have I ever felt like I hit a wall?
부치지 못한 편지가 있는가?	Do I have an unsent letter?
나의 헤어스타일은?	What is my hairstyle?
시위에 참석한 적 있는가?	Have I ever attended a protest?
가장 마음에 드는 철학자는?	Who is my favorite philosopher?
아침형 인간인가,저녁형 인간인가?	Am I a morning person or a night person?
나의 미션은 무엇인가?	What is my mission?
열심히 일해보고 싶은 비영리조직이 있다면?	Is there a non-profit organization I want to work hard for?
끝내 화해하지 못한 사람은? 영원히 그럴 것 같은가?	Is there someone I never reconciled with? Will it be like that forever?
나의 악취미가 있다면?	If I have a bad hobby, what is it?
용한 점쟁이를 만난다면 꼭 물어보고 싶은 한 가지는?	What is one thing I would ask a fortune teller?
전략을 바꿔야 할까?	Should I change my strategy?
정장을 차려 입은 적은 언제인가?	When was the last time I wore formal attire?
요즘 내게 쾌감을 주는 것은?	What currently gives me pleasure?
내 미래에 영향을 끼칠 것 같은 글로벌 트렌드는?	What global trend might influence my future?
좋은 흐름을 이어가고 있는 것은?	What is continuing well?
가장 아쉬웠던 순간은?	What was the most regrettable moment?
첫사랑은 지금 어디서 무엇을 하고 있을까?	Where is my first love now, and what are they doing?
작년 여름에 있었던 가장 멋진 일은?	What was the best thing that happened last summer?
현재 가장 말도 안 되는 유행은?	What is the most ridiculous trend right now?
확실하게 검증된 것은 무엇인가?	What is the most verified fact?
버리고 나서 후회한 것은?	What do I regret discarding?
가장 미스터리한 사람은?	Who is the most mysterious person?
이번 주에 너무 무리했던 일은?	What did I overdo this week?
요즘 꼬리에 꼬리를 무는 생각은?	What are my current spiraling thoughts?
위협감을 느낀 적이 있었는가?	Have I ever felt threatened?
입맛을 북돋는 음식은?	What food stimulates my appetite?
오매불망 기다렸던 메시지는 도착했는가?	Did the long-awaited message arrive?
내가 꿈꾸는 게스트하우스의 이름을 지어보자.	What would I name my dream guesthouse?
최고의 반전은 무엇이었나?	What was the best twist?
소설로 펴내도 될 주변의 러브 스토리가 있다면?	Is there a love story around me worthy of a novel?
이번 달에 있었던 가장 당혹스러운 일은?	What was the most embarrassing thing this month?
눈물은 왜 짤까?	Why are tears salty?
돈이 정말 아까웠던 적은?	When was money really wasted?
적과 함께 살아가는 나만의 방법은?	How do I live with my enemies?
가성비 만점인 것은?	What has the best value for money?
일주일에 라면을 평균 몇 번 먹는가?	How often do I eat ramen in a week on average?
(아직) 아무한테도 말하지 않은 것이 있다면?	Is there something I've never told anyone?
나의 삶은 민주적 절차를 중시하는가?	Does my life emphasize democratic procedures?
주사위를 던져야 할 일이 있다면?	Do I have to roll the dice for something?
도전해보고 싶은 익스트림 스포츠는?	What extreme sport do I want to try?
오늘 하루,쾌조의 스타트를 끊었는가?	Did I start the day with a positive vibe?
두 번 이상 읽은 책은 무엇인가? 그 이유는?	What book have I read more than twice? Why?
내 전공분야에 큰 도움을 주는 것이나 사람이 있다면?	Is there something or someone that significantly helps me in my field of study?
유용한 정보를 주로 어디에서 얻는가?	Where do I mainly get useful information?
건망증 때문에 난감했던 적은?	When has forgetfulness caused me a problem?
비가 오면 생각나는 것은?	What does rain make me think of?
일주일에 몇 번 혼자서 밥을 먹거나 술을 마시는가?	How often do I eat or drink alone in a week?
어떤 일에 응모하거나 지원해본 경험은?	Have I ever applied for something or entered a contest?
부모님이 아시면 걱정하실 일이 있는가?	Is there something my parents would worry about if they knew?
모교에서 강연을 할 기회가 있다면,그 주제는?	If I had the chance to give a lecture at my alma mater, what would the topic be?
30분 동안 누구든 될 수 있다면,누가 되고 싶은가?	If I could be anyone for 30 minutes, who would I choose?
최근에 떠올린 가장 기발한 생각은?	What is the most brilliant idea I've had recently?
휴학기간을 가장 성공적으로 보낸 사람은 누구인가?	Who spent the most successful gap year?
최근에 직접 만든 것은 무엇인가?	What have I made recently?
뭔가 축하할 일이 있는가?	Is there something to celebrate?
가장 시원한 곳은 어디인가?	Where is the coolest place?
기성세대의 가장 큰 문제점은 뭘까?	What is the biggest problem with the older generation?
가장 최근에 병원에 다녀온 이유는?	Why did I go to the hospital most recently?
울컥했던 순간은?	What was a moment that made me tear up?
절대 용서할 수 없는 것은?	What is something I can never forgive?
나를 미궁에 빠뜨린 것은?	What has left me puzzled?
여행지에서 생긴 가장 놀라운 일은?	What was the most surprising thing that happened on a trip?
꼭 따고 싶은 자격증이 있다면?	What certification do I really want to obtain?
나에게 없으면 안 되는 것은 무엇인가?	What can I not live without?
최근에 끊은 것은?	What have I recently given up?
약속과 다짐들은 잘 지켜지고 있는가?	Are my promises and commitments being kept?
지금까지의 올 한해에 대해 한 문장으로 표현해보자.	Describe this year in one sentence so far.
지금 가장 멀리 있는 친구는 누구인가?	Who is the friend farthest away from me right now?
전화위복이 된 일은?	What was the silver lining in a bad situation?
작년 이맘때보다 가장 많이 바뀐 것은 무엇인가?	What has changed the most since this time last year?
최근에 딱 들어맞은 법칙은 무엇인가?	What rule has proven to be accurate recently?
올 여름,심장이 쫄깃해졌던 일은?	What made my heart race this summer?
소리 없이 강한 친구는?	Who is the quiet but strong friend?
가장 최근에 비행기를 탄 적은 언제인가?	When was the last time I took a flight?
선두로 치고 올라가야 하는 일은?	What is something I need to take the lead on?
현재 내 마음 상태를 다섯 단어로 나타내보자.	Describe my current state of mind in five words.
넋을 잃고 바라본 예술작품은?	What art piece left me spellbound?
도박이나 다름없었던 일은?	What was a near gamble?
용기를 내어 보낸 메일이나 편지는?	What is a letter or email I sent with courage?
오늘 기준으로 통장 잔액이 얼마인가?	What is my current bank balance?
역사에서 바로 잡아야 할 것이 있다면?	What should be corrected in history?
지금껏 최고의 협상은 무엇이었나?	What has been my best negotiation so far?
내 마음을 알아주었으면 하는 사람은?	Who do I wish would understand me?
기록으로 남겨야 할 일은?	What should be recorded?
달력에 동그라미 쳐진 날의 의미는?	What is the significance of a circled date on my calendar?
가장 최근에 예약한 것은?	What was the most recent thing I booked?
내가 특별한 이유는 무엇인가?	Why am I special?
친구 때문에 새롭게 생긴 흥밋거리는?	What new interest did a friend spark in me?
최근 한 달 동안 가장 자주 방문한 곳은?	Where have I visited the most in the past month?
삶이 더 스마트해진 것 같은가?	Has life become smarter?
사놓고 아직 한 번도 안 쓴 것이 있다면?	What have I bought but never used?
종주해보고 싶은 산이나 트레킹 코스는?	What mountain or trekking course do I want to complete?
최근에 다시 시작한 것은?	What have I recently restarted?
가장 지혜로운 사람은 누구인가?	Who is the wisest person I know?
솔직하게 인정해야 하는 것은?	What must I honestly admit?
놓치기엔 정말 아까운 기회는?	What opportunity is too good to miss?
마르고 닮도록 쓰고 있는 것은?	What do I keep writing over and over?
요즘 가장 많이 검색하는 키워드는?	What are my most frequently searched keywords?
뜬눈으로 밤을 새운 적이 있는가?	Have I ever stayed up all night?
비밀리에 진행하고 있는 프로젝트는?	What is my secret project?
나 자신에게 말을 걸어보자.	What would I say to myself?
대학생이어서 가장 좋은 점이 있다면?	What is the best thing about being a college student?
나를 자꾸 긴장시키는 것은?	What keeps making me tense?
내가 최선의 능력을 발휘하도록 이끌어주는 사람은?	Who helps me perform at my best?
새 학기의 시작은 만족스러운가?	Am I satisfied with the start of the new semester?
내일이 생의 마지막 날이라면 오늘 무엇을 하겠는가?	If tomorrow were my last day, what would I do today?
요즘 가장 진지했던 밤은?	What was my most serious night recently?
예고도 없이 사라진 것은?	What disappeared without warning?
전율을 느꼈던 일은?	What was a moment that gave me chills?
참된 스승을 찾았는가?	Have I found a true teacher?
깊이 추모해야 할 일이 있다면?	Is there something I deeply mourn?
초등학교 2학년에게 해주고 싶은 조언은?	What advice would I give to a second grader?
요즘 핫(hot)한 것은?	What is currently hot?
방에 어떤 액자가 걸려 있는가?	What kind of frame is hanging in my room?
극진한 대우를 받은 적은 언제인가?	When did I receive the most considerate treatment?
언젠가 꼭 다시 만날 것 같은 사람은?	Is there someone I feel I will definitely meet again someday?
요즘 대화가 즐거운 사람은?	Who is enjoyable to talk to these days?
공부에 활력을 주는 것은?	What gives me energy to study?
잊지 못할 추억을 만들고 있는가?	Am I making unforgettable memories?
유레카!를 외쳤던 순간은?	When did I have an Eureka! moment?
가장 좋아하는 TV 프로그램은?	What is my favorite TV show?
가장 최근에 받은 상이나 상품은?	What is the most recent award or prize I've received?
결정적인 순간에 나를 살린 한 마디는?	What was the phrase that saved me at a critical moment?
마지막으로 운동한 것은 언제인가?	When was the last time I exercised?
누가 나를 기다려주면 좋겠는가?	Who do I wish would wait for me?
적극 나서서 변호해주고 싶은 사람은?	Who do I want to actively defend?
10대 시절 해보지 않아 후회되는 것은?	What do I regret not doing in my teenage years?
잃어버린 걸 다시 찾았는가?	Did I find something I lost?
반면교사로 삼아야 할 일은?	What should I learn from a bad example?
금요일 밤을 보내는 최고의 방법은?	What is the best way to spend a Friday night?
돈 없이도 편하게 만날 수 있는 친구는?	Who is a friend I can meet comfortably without money?
아주 멀리 있어 다행인 것은?	What is something I'm glad is very far away?
이번 주에 두려운 일이 있는가?	Is there something I'm afraid of this week?
친구와 맞바꾸고 싶은 것은?	What do I want to trade with a friend?
단호하게 거절한 것은 무엇인가?	What have I firmly refused?
예순 살이 되었을 때 나는 어디에 살고 있을까?	Where will I live when I am sixty?
모든 게 완벽했던 일은?	What was the moment when everything was perfect?
가장 비싼 대가를 치른 일은?	What did I pay the highest price for?
완전히 엉뚱한 것을 선택했던 경험은?	What was a completely unexpected choice?
지금 내게 필요한 건 자유인가,소속감인가?	Do I need freedom or a sense of belonging right now?
가장 오랫동안 간직하고 있는 선물은?	What is the gift I've kept the longest?
일어날 일은 기어코 일어난다. 그랬던 경험은?	What was an inevitable event?
최근 다른 학교에 간 적이 있는가?	Have I recently visited another school?
창업을 한다고 해보자. 1순위로 영입해야 할 사람은 누구인가?	If I start a business, who is the first person I should hire?
어디서 마시는 커피를 가장 좋아하는가?	Where do I prefer to drink coffee?
오늘 ____________시에 일어났다. 그 이유는?	I woke up at ____________ this morning. Why?
천천히 답을 찾아야 할 일은?	What do I need to take my time to find an answer for?
평범한 사람이 부자가 될 수 있는 방법은 뭘까?	What is a way for an ordinary person to become rich?
가장 많은 사람 앞에 서본 경험은?	What is the largest audience I've stood in front of?
오지랖이 가장 넓은 사람은?	Who is the most meddlesome person I know?
A+를 받은 리포트는?	What report did I get an A+ on?
사소한 것에 목숨 걸고 있지는 않는가?	Am I getting hung up on trivial things?
가장 큰 배신감을 느꼈던 적은?	When did I feel the greatest betrayal?
재테크에 관심이 있는가? 그렇거나 그렇지 않은 이유는?	Am I interested in financial management? Why or why not?
모두가 숨을 죽였던 순간은?	What was a moment when everyone held their breath?
1분이 한 시간처럼 느껴졌던 때는?	When did one minute feel like an hour?
썼다,지웠다 하는 것은?	What do I keep writing and erasing?
동기들 중 가장 존경스러운 인물은?	Who is the most respectable peer among my classmates?
낮술을 마신 적 있는가? 어땠는가?	Have I ever drunk during the day? How was it?
보완해야 할 것은?	What needs improvement?
최고의 벼락치기는?	What was the best cramming session?
오늘 하루에 관해 딱 한 가지를 바꿀 수 있다면 무엇을?	If I could change just one thing about today, what would it be?
통째로 삭제하고 싶은 흑역사가 있다면?	Do I have an embarrassing moment I want to erase completely?
11월은 내 삶에 어떤 의미인가?	What does November mean to my life?
나를 환하게 비추고 있는 것은?	What is currently shining a light on me?
뜻밖의 사람을 만났는가?	Have I met someone unexpected?
노숙의 경험이 있는가?	Have I ever been homeless?
세 가지 소원은?	What are my three wishes?
부모님에게 가장 최근에 받은 문자는?	What was the most recent text from my parents?
결혼은 몇 살쯤 할 것 같은가?	When do I think I'll get married?
소문에 휘말린 적은?	Have I ever been caught in a rumor?
기념 티셔츠가 몇 벌 있는가?	How many commemorative t-shirts do I have?
요즘 자꾸만 눈길이 가는 것은?	What keeps catching my eye these days?
현재 가장 관심이 많은 과목은?	What is my current favorite subject?
미루고 싶은 일이 있는가?	Is there something I want to procrastinate on?
어지러운 마음을 편하게 해주는 풍경은?	What view calms my troubled mind?
질투에 눈이 멀었던 적은?	When was I blinded by jealousy?
내게 근사한 저녁을 산 사람은?	Who bought me a nice dinner?
원점으로 돌아간 것은?	What has returned to the starting point?
오늘 ____________을(를) 입었다.	Today I wore ____________.
우리 가족을 세 단어로 표현한다면?	Describe my family in three words.
내 삶에 영감을 주는 아티스트는 누구인가?	Who is an artist that inspires me?
가장 최근에 위험을 무릅쓴 일은 무엇인가?	What is the most recent risk I took?
오늘 내게 더 많이 필요했던 것은?	What did I need more of today?
계속 궁금한 이야기가 있는가?	Is there a story I keep wondering about?
아래를 내려다보자. 무엇인 보이는가?	Look down. What do I see?
현재 느끼는 행복을 1~10으로 표현한다면?	Rate my current happiness from 1 to 10.
스토킹을 당했거나 목격한 경험이 있는가?	Have I ever been stalked or witnessed stalking?
카르페디엠 정신을 실천하고 있는가?	Am I practicing the Carpe Diem spirit?
열렬하게 지지받은 경험은?	When was I fervently supported?
읽다가 포기한 책은?	What book did I give up on reading?
잘 되는 나와 안 되는 나,어느 쪽에 먹이를 주고 있는가?	Am I nurturing the successful me or the failing me?
올해 마무리되어서 속이 시원한 일은?	What has been completed this year, making me feel relieved?
내년에 유의해야 할 건강은?	What health issue should I watch out for next year?
전공을 바꿀 수 있다면?	If I could change my major, what would I choose?
소중한 것을 먼저 하고 있는가?	Am I prioritizing important things?
5년 안에 사라질 것 같은 직업은?	What job might disappear in five years?
요즘 나의 컨디션은?	How is my current condition?
기다려지는 송년 파티는?	What year-end party am I looking forward to?
오늘 하루를 다섯 단어로 표현해보자.	Describe today in five words.
대학 졸업 후 새로운 도시로 간다면 어디로?	If I move to a new city after graduating, where would it be?
재충전해야 할 것은?	What needs recharging?
나의 플랜 B는 무엇인가?	What is my Plan B?
내가 아는 가장 높은 위치에 있는 사람은?	Who is the highest-ranking person I know?
어떤 분야의 최고가 되고 싶은가?	What field do I want to be the best in?
생긴 것과는 완전 딴판인 사람은?	Who is a person completely different from their appearance?
가장 그럴듯한 핑계나 변명은?	What is the most plausible excuse?
나를 위해 짧은 기도문을 써보자.	Write a short prayer for myself.
올해 가장 즐거운 마음으로 한 선물이 있다면?	What was the most enjoyable gift I gave this year?
지금 당장 누군가를 포옹할 수 있다면?	If I could hug someone right now, who would it be?
이 다이어리북을 펼친 순간,가장 먼저 떠오르는 것은?	What comes to mind first when I open this diary book?
올해 내 삶에 가장 기여한 사람은 누구인가?	Who contributed the most to my life this year?
소중한 사람들에게 한 마디 해보자.	Say something to the precious people in my life.
올해를 완주한 나를 축하해보자.	Celebrate myself for finishing this year.
배가 있다면 이름을 무엇으로 지어주고 싶은가?	If I had a boat, what would I name it?
소설 속 인물 중 실제로 만나면 가장 지루할 것 같은 인물은?	Who is a novel character that would be boring to meet in real life?
여태까지 먹어 본 최악의 요리는?	What was the worst dish I've ever eaten?
최악의 광고는? 그 이유는?	What is the worst commercial? Why?
마법에 가까운 것이 있다면 무엇인가?	What is something magical?
내가 가지고 있는 재능 중 가장 쓸모없는 것은?	What is the most useless talent I have?
10분 늦게 도착하기 vs. 20분 미리 도착하기?	Arriving 10 minutes late vs. 20 minutes early?
한 가지를 무조건 잃게 된다면 돈 vs. 사진?	If I had to lose one thing, money vs. photos?
평생 짜증나는 사람들한테 둘러쌓여 살기 vs. 평생 혼자 살기?	Living surrounded by annoying people vs. living alone forever?
SNS 금지 vs. TV/영화 금지?	Banning social media vs. banning TV/movies?
투명인간 되기 vs. 날기?	Becoming invisible vs. flying?
에어콘이 없는 세상 vs. 히터가 없는 세상?	A world without air conditioning vs. a world without heating?
좋은 목소리 vs. 좋은 말솜씨?	Having a good voice vs. having good speaking skills?
달에 가보기 vs. 화성에 가보기?	Visiting the Moon vs. visiting Mars?
눈썹이 한 쪽만 남았다 vs. 눈썹이 아예 없다? (화장 불가)	Having one eyebrow vs. having no eyebrows? (No makeup allowed)
무제한 커피 vs. 무제한 맥주?	Unlimited coffee vs. unlimited beer?
천재 수학자 vs. 천재 화가?	Genius mathematician vs. genius painter?
내가 알고 있는 가장 재밌는 농담은?	What is the funniest joke I know?
보이지 않는 것 중 사람들 눈에 보이기를 바라는 것은?	What is something invisible that I wish people could see?
씨리얼은 국인가?	Is cereal a soup?
코끼리를 쓰러뜨리기 위해 몇 마리의 닭이 필요할까?	How many chickens would it take to bring down an elephant?
핫도그는 샌드위치인가?	Is a hot dog a sandwich?
친구가 없는 삶 vs. 돈이 없는 삶?	A life without friends vs. a life without money?
내가 자라난 도시는?	What city did I grow up in?
엄마를 닮았나 아빠를 닮았나?	Do I look more like my mom or dad?
가장 좋아하는 배우는?	Who is my favorite actor?
가장 좋아하는 가수는?	Who is my favorite singer?
가장 좋아하는 스포츠는?	What is my favorite sport?
강아지? 고양이?	Dog? Cat?
가장 무서워하는 동물은?	What is the animal I fear the most?
낙서를 얼마나 자주 하는가?	How often do I doodle?
가장 최근에 들은 칭찬은?	What was the most recent compliment I received?
가지고 있는 습관 3가지는?	What are three habits I have?
나는 세심한 편인가?	Am I a meticulous person?
언제 노래를 부르는가?	When do I sing?
사람을 얼마나 믿는가?	How much do I trust people?
모르는 게 약인가? 왜 그런가?	Is ignorance bliss? Why?
이름을 바꿀 수 있다면 무엇으로 바꾸고 싶은가?	If I could change my name, what would I change it to?
약점을 한 가지 없앨 수 있다면 무엇을 없애겠는가?	If I could eliminate one weakness, what would it be?
나를 놀랍게 하는 것은?	What surprises me?
나만이 가지고 있는 설득의 기술이 있다면?	What is my unique persuasive technique?
다른 사람에게서는 쉽게 볼 수 없는 나만의 특성은?	What is my characteristic that is rare in others?
친구관계 스타일은? 좁고 깊은 편? 넓고 얕은 편?	What is my friendship style? Narrow and deep? Broad and shallow?
신체적인 한계에 도달했던 일은?	When have I reached my physical limit?
갈등을 피하는 편인가?	Do I tend to avoid conflict?
마지막으로 새로운 것에 도전한 시점은 언제인가?	When was the last time I tried something new?
나에게만 3년이 주어진다면 그 기간동안 무엇을 하고 싶은가?	If I had three years just for myself, what would I do during that time?
내가 가르칠 수 있는 것 한 가지는?	What is one thing I can teach?
80살이 된다면 무엇이 가장 중요해질까?	What will be most important when I am 80 years old?
나를 웃게 만드는 것은?	What makes me laugh?
음식을 훔쳐서 굶고 있는 아이를 먹이는 것은 그른 행위일까?	Is it wrong to steal food to feed a starving child?
